eco,eco_name,eco_example,eco_type,eco_group,openings.name,openings.link,openings.color,openings.total_games,openings.eco,openings.last_played,Performance,openings.avg_player,Wins,Draws,Loses,openings.moves
"C63","Ruy Lopez, Schliemann Defense","1 e4 e5 2 Nf3 Nc6 3 Bb5 f5","C","Open (inc French)","Spanish Game, Schliemann Defense","https://old.chesstempo.com/gamedb/opening/2507","black",2760,"C63","26-03-2021",2176,"2182",0.326,0.254,0.419,"1.e4 e5 2.Cf3 Cc6 3.Ab5 f5"
"C62","Ruy Lopez, Old Steinitz Defense","1 e4 e5 2 Nf3 Nc6 3 Bb5 d6","C","Open (inc French)","Spanish Game, Steinitz Defense","https://old.chesstempo.com/gamedb/opening/2518","black",3546,"C62","27-03-2021",1792,"1825",0.211,0.18,0.609,"1.e4 e5 2.Cf3 Cc6 3.Ab5 d6"
"C25","Vienna","1 e4 e5 2 Nc3","C","Open (inc French)","Vienna Game, Anderssen Defense","https://old.chesstempo.com/gamedb/opening/2621","black",929,"C25","21-01-2021",2116,"2145",0.321,0.233,0.447,"1.e4 e5 2.Cc3 Ac5"
"C29","Vienna Gambit","1 e4 e5 2 Nc3 Nf6 3 f4","C","Open (inc French)","Vienna Game, Vienna Gambit, Bardeleben Variation","https://old.chesstempo.com/gamedb/opening/2648","black",72,"C29","27-01-2020",2363,"2361",0.389,0.236,0.375,"1.e4 e5 2.Cc3 Cf6 3.f4 d5 4.fxe5 Cxe4 5.Df3 f5"
"E00","Queen's Pawn Game","1 d4 Nf6 2 c4 e6","E","Indian","Amar Opening, General","https://old.chesstempo.com/gamedb/opening/45","white",108,"E00","14-03-2020",2097,"2098",0.417,0.185,0.398,"1.Ch3"
"E10","Queen's Pawn Game","1 d4 Nf6 2 c4 e6 3 Nf3","E","Indian","Blumenfeld Countergambit, Accepted","https://old.chesstempo.com/gamedb/opening/218","black",669,"E10","07-04-2020",2277,"2309",0.365,0.2,0.435,"1.d4 Cf6 2.c4 e6 3.Cf3 c5 4.d5 b5 5.dxe6 fxe6 6.cxb5 d5"
"E11","Bogo-Indian Defense","1 d4 Nf6 2 c4 e6 3 Nf3 Bb4+","E","Indian","Bogo-Indian Defense, Exchange Variation","https://old.chesstempo.com/gamedb/opening/2723","black",1920,"E11","06-02-2021",2210,"2256",0.166,0.458,0.376,"1.d4 Cf6 2.c4 e6 3.Cf3 Ab4+ 4.Ad2 Axd2+"
"E08","Catalan, Closed","1 d4 Nf6 2 c4 e6 3 g3 d5 4 Bg2 Be7 5 Nf3 O-O 6 O-O Nbd7 7 Qc2","E","Indian","Catalan Opening, Closed Variation","https://old.chesstempo.com/gamedb/opening/318","white",1576,"E08","05-03-2021",2353,"2296",0.568,0.303,0.129,"1.d4 Cf6 2.c4 e6 3.g3 d5 4.Ag2 Ae7 5.Cf3 O-O 6.O-O Cbd7 7.Dc2"
"E06","Catalan, Closed, 5.Nf3","1 d4 Nf6 2 c4 e6 3 g3 d5 4 Bg2 Be7 5 Nf3","E","Indian","Catalan Opening, Closed Variation","https://old.chesstempo.com/gamedb/opening/317","white",12987,"E06","25-03-2021",2389,"2352",0.417,0.401,0.183,"1.d4 Cf6 2.c4 e6 3.g3 d5 4.Ag2 Ae7 5.Cf3"
"E07","Catalan, Closed","1 d4 Nf6 2 c4 e6 3 g3 d5 4 Bg2 Be7 5 Nf3 O-O 6 O-O Nbd7","E","Indian","Catalan Opening, Closed Variation","https://old.chesstempo.com/gamedb/opening/319","black",964,"E07","20-01-2021",2112,"2141",0.22,0.317,0.463,"1.d4 Cf6 2.c4 e6 3.g3 d5 4.Ag2 Ae7 5.Cf3 O-O 6.O-O Cbd7"
"E01","Catalan, Closed","1 d4 Nf6 2 c4 e6 3 g3 d5 4 Bg2","E","Indian","Catalan Opening, Closed Variation","https://old.chesstempo.com/gamedb/opening/320","white",2874,"E01","13-03-2021",2328,"2289",0.41,0.336,0.254,"1.d4 Cf6 2.c4 e6 3.g3 d5 4.Ag2"
"E09","Catalan, Closed","1 d4 Nf6 2 c4 e6 3 g3 d5 4 Bg2 Be7 5 Nf3 O-O 6 O-O Nbd7 7 Qc2 c6 8 Nbd2","E","Indian","Catalan Opening, Closed Variation, Rabinovich Variation","https://old.chesstempo.com/gamedb/opening/2835","black",125,"E09","29-01-2020",2257,"2295",0.256,0.304,0.44,"1.d4 Cf6 2.c4 e6 3.g3 d5 4.Ag2 Ae7 5.Cf3 O-O 6.O-O Cbd7 7.Dc2 c6 8.Cbd2 b5"
"E04","Catalan, Open, 5.Nf3","1 d4 Nf6 2 c4 e6 3 g3 d5 4 Bg2 dxc4 5 Nf3","E","Indian","Catalan Opening, Open Defense","https://old.chesstempo.com/gamedb/opening/325","white",7751,"E04","27-03-2021",2419,"2386",0.351,0.385,0.264,"1.d4 Cf6 2.c4 e6 3.g3 d5 4.Ag2 dxc4 5.Cf3"
"E02","Catalan, Open, 5.Qa4","1 d4 Nf6 2 c4 e6 3 g3 d5 4 Bg2 dxc4 5 Qa4+","E","Indian","Catalan Opening, Open Defense","https://old.chesstempo.com/gamedb/opening/324","white",439,"E02","14-12-2020",2388,"2354",0.292,0.433,0.276,"1.d4 Cf6 2.c4 e6 3.g3 d5 4.Ag2 dxc4 5.Da4+"
"E03","Catalan, Open","1 d4 Nf6 2 c4 e6 3 g3 d5 4 Bg2 dxc4 5 Qa4+ Nbd7 6 Qxc4","E","Indian","Catalan Opening, Open Defense","https://old.chesstempo.com/gamedb/opening/323","white",106,"E03","20-03-2021",2383,"2363",0.321,0.387,0.293,"1.d4 Cf6 2.c4 e6 3.g3 d5 4.Ag2 dxc4 5.Da4+ Cbd7 6.Dxc4"
"E05","Catalan, Open, Classical line","1 d4 Nf6 2 c4 e6 3 g3 d5 4 Bg2 dxc4 5 Nf3 Be7","E","Indian","Catalan Opening, Open Defense, Classical Line","https://old.chesstempo.com/gamedb/opening/327","black",617,"E05","02-09-2020",2170,"2217",0.157,0.349,0.494,"1.d4 Cf6 2.c4 e6 3.g3 d5 4.Ag2 dxc4 5.Cf3 Ae7"
"E60","King's Indian Defense","1 d4 Nf6 2 c4 g6","E","Indian","Gruenfeld Defense, Counterthrust Variation","https://old.chesstempo.com/gamedb/opening/756","black",90,"E60","28-09-2019",2199,"2214",0.422,0.256,0.322,"1.d4 Cf6 2.c4 g6 3.g3 Ag7 4.Ag2 d5"
"E61","King's Indian","1 d4 Nf6 2 c4 g6 3 Nc3","E","Indian","Indian Game, Kingside Fianchetto","https://old.chesstempo.com/gamedb/opening/855","black",7004,"E61","20-03-2021",2145,"2163",0.359,0.273,0.369,"1.d4 Cf6 2.c4 g6"
"E70","King's Indian","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4","E","Indian","King's Indian Defense, Accelerated Averbakh Variation","https://old.chesstempo.com/gamedb/opening/1138","white",1280,"E70","08-02-2021",2298,"2282",0.454,0.24,0.306,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Ag5"
"E73","King's Indian","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Be2","E","Indian","King's Indian Defense, Averbakh Variation, Nc6 Defense","https://old.chesstempo.com/gamedb/opening/1140","black",146,"E73","01-02-2020",2153,"2195",0.247,0.288,0.466,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Ae2 O-O 6.Ag5 Cc6"
"E74","King's Indian, Averbakh, 6...c5","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Be2 O-O 6 Bg5 c5","E","Indian","King's Indian Defense, Averbakh Variation, Benoni Defense","https://old.chesstempo.com/gamedb/opening/1141","black",27,"E74","12-10-2018",2297,"2229",0.481,0.333,0.185,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Ae2 O-O 6.Ag5 c5"
"E75","King's Indian, Averbakh, Main line","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Be2 O-O 6 Bg5 c5 7 d5 e6","E","Indian","King's Indian Defense, Averbakh Variation, Benoni Defense, Advance Variation","https://old.chesstempo.com/gamedb/opening/1142","white",2955,"E75","02-11-2020",2369,"2328",0.434,0.315,0.251,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Ae2 O-O 6.Ag5 c5 7.d5"
"E92","King's Indian","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5","E","Indian","King's Indian Defense, Exchange Variation","https://old.chesstempo.com/gamedb/opening/1149","white",3812,"E92","12-03-2021",2232,"2208",0.242,0.473,0.285,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Cf3 O-O 6.Ae2 e5 7.dxe5"
"E67","King's Indian, Fianchetto","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 Nbd7","E","Indian","King's Indian Defense, Fianchetto Variation, Classical Fianchetto","https://old.chesstempo.com/gamedb/opening/1151","black",10244,"E67","15-03-2021",2260,"2283",0.3,0.32,0.381,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.Cf3 d6 5.g3 O-O 6.Ag2 Cbd7 7.O-O e5"
"E69","King's Indian, Fianchetto, Classical Main line","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 Nbd7 7 O-O e5 8 e4 c6 9 h3","E","Indian","King's Indian Defense, Fianchetto Variation, Classical Main Line","https://old.chesstempo.com/gamedb/opening/1152","white",5071,"E69","28-03-2021",2365,"2316",0.449,0.314,0.237,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.Cf3 d6 5.g3 O-O 6.Ag2 Cbd7 7.O-O e5 8.e4 c6 9.h3"
"E62","King's Indian, Fianchetto","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3","E","Indian","King's Indian Defense, Fianchetto Variation, Delayed Fianchetto","https://old.chesstempo.com/gamedb/opening/1154","white",406,"E62","08-03-2020",2168,"2128",0.465,0.286,0.249,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.Cf3 d6 5.g3"
"E64","King's Indian, Fianchetto, Yugoslav System","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 c5","E","Indian","King's Indian Defense, Fianchetto Variation, Double Fianchetto Attack","https://old.chesstempo.com/gamedb/opening/1155","white",788,"E64","21-01-2021",2334,"2333",0.369,0.305,0.326,"1.d4 Cf6 2.c4 g6 3.Cf3 Ag7 4.g3 d6 5.Ag2 O-O 6.O-O Cbd7 7.Cc3 e5 8.b3"
"E68","King's Indian, Fianchetto, Classical Variation, 8.e4","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 Nbd7 7 O-O e5 8 e4","E","Indian","King's Indian Defense, Fianchetto Variation, Long Variation","https://old.chesstempo.com/gamedb/opening/1162","black",987,"E68","02-09-2020",2229,"2299",0.201,0.287,0.513,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.Cf3 d6 5.g3 O-O 6.Ag2 Cbd7 7.O-O e5 8.e4 Te8 9.h3 exd4 10.Cxd4 Cc5 11.Te1 a5"
"E63","King's Indian, Fianchetto, Panno Variation","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 Nc6 7 O-O a6","E","Indian","King's Indian Defense, Fianchetto Variation, Panno Variation","https://old.chesstempo.com/gamedb/opening/1163","black",8542,"E63","28-03-2021",2275,"2306",0.276,0.331,0.393,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.Cf3 d6 5.g3 O-O 6.Ag2 Cc6 7.O-O a6"
"E65","King's Indian, Fianchetto, Yugoslav, 7.O-O","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 c5 7 O-O","E","Indian","King's Indian Defense, Fianchetto Variation, Yugoslav Variation","https://old.chesstempo.com/gamedb/opening/1171","white",1085,"E65","28-03-2021",2192,"2166",0.532,0.252,0.217,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.Cf3 d6 5.g3 O-O 6.Ag2 c5 7.O-O"
"E66","King's Indian, Fianchetto, Yugoslav Panno","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 Nf3 d6 5 g3 O-O 6 Bg2 c5 7 O-O Nc6 8 d5","E","Indian","King's Indian Defense, Fianchetto Variation, Yugoslav Variation, Advance Line","https://old.chesstempo.com/gamedb/opening/1172","white",1258,"E66","14-02-2021",2314,"2315",0.431,0.289,0.28,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.Cf3 d6 5.g3 O-O 6.Ag2 c5 7.O-O Cc6 8.d5"
"E76","King's Indian, Four Pawns Attack","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f4","E","Indian","King's Indian Defense, Four Pawns Attack","https://old.chesstempo.com/gamedb/opening/1179","white",3127,"E76","27-03-2021",2235,"2202",0.451,0.251,0.298,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f4"
"E79","King's Indian, Four Pawns Attack, Main line","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f4 O-O 6 Be2 c5 7 Nf3 cxd4 8 Nxd4 Nc6 9 Be3","E","Indian","King's Indian Defense, Four Pawns Attack, Exchange Variation","https://old.chesstempo.com/gamedb/opening/1181","white",246,"E79","11-03-2020",2391,"2291",0.382,0.402,0.215,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f4 O-O 6.Ae2 c5 7.Cf3 cxd4 8.Cxd4 Cc6 9.Ae3"
"E77","King's Indian","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f4 O-O 6 Be2","E","Indian","King's Indian Defense, Four Pawns Attack, Florentine Gambit","https://old.chesstempo.com/gamedb/opening/1182","white",192,"E77","07-08-2017",2252,"2245",0.339,0.245,0.417,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f4 O-O 6.Ae2 c5 7.d5 e6 8.Cf3 exd5 9.e5"
"E78","King's Indian, Four Pawns Attack, with Be2 and Nf3","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f4 O-O 6 Be2 c5 7 Nf3","E","Indian","King's Indian Defense, Four Pawns Attack, Fluid Attack","https://old.chesstempo.com/gamedb/opening/1183","white",118,"E78","29-12-2019",2274,"2271",0.356,0.356,0.288,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f4 O-O 6.Ae2 c5 7.Cf3"
"E91","King's Indian","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2","E","Indian","King's Indian Defense, Kazakh Variation","https://old.chesstempo.com/gamedb/opening/1187","black",889,"E91","20-03-2021",2233,"2274",0.343,0.29,0.367,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Cf3 O-O 6.Ae2 Ca6"
"E90","King's Indian","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3","E","Indian","King's Indian Defense, Larsen Variation","https://old.chesstempo.com/gamedb/opening/1189","white",993,"E90","07-03-2021",2245,"2232",0.377,0.302,0.321,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Cf3 O-O 6.Ae3"
"E71","King's Indian, Makagonov System (5.h3)","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 h3","E","Indian","King's Indian Defense, Makagonov Variation","https://old.chesstempo.com/gamedb/opening/1190","white",5858,"E71","22-03-2021",2342,"2308",0.483,0.257,0.261,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.h3"
"E72","King's Indian","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 g3","E","Indian","King's Indian Defense, Normal Variation, Deferred Fianchetto","https://old.chesstempo.com/gamedb/opening/1192","white",379,"E72","28-01-2020",2170,"2170",0.335,0.251,0.414,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.g3"
"E94","King's Indian, Orthodox","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 O-O","E","Indian","King's Indian Defense, Orthodox Variation","https://old.chesstempo.com/gamedb/opening/1196","white",3044,"E94","28-02-2021",2381,"2340",0.418,0.357,0.225,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Cf3 O-O 6.Ae2 e5 7.O-O"
"E97","King's Indian","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 O-O Nc6","E","Indian","King's Indian Defense, Orthodox Variation, Aronin-Taimanov Defense","https://old.chesstempo.com/gamedb/opening/1198","black",3173,"E97","17-03-2021",2267,"2287",0.266,0.342,0.392,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Cf3 O-O 6.Ae2 e5 7.O-O Cc6"
"E99","King's Indian, Orthodox, Taimanov","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 O-O Nc6 8 d5 Ne7 9 Ne1 Nd7 10 f3 f5","E","Indian","King's Indian Defense, Orthodox Variation, Classical System, Benko Attack","https://old.chesstempo.com/gamedb/opening/1202","white",674,"E99","19-01-2020",2365,"2324",0.417,0.319,0.264,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Cf3 O-O 6.Ae2 e5 7.O-O Cc6 8.d5 Ce7 9.Ce1 Cd7 10.f3 f5 11.g4"
"E98","King's Indian, Orthodox, Taimanov, 9.Ne1","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 O-O Nc6 8 d5 Ne7 9 Ne1","E","Indian","King's Indian Defense, Orthodox Variation, Classical System, Misc. Lines","https://old.chesstempo.com/gamedb/opening/1204","white",4281,"E98","25-03-2021",2311,"2285",0.437,0.256,0.308,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Cf3 O-O 6.Ae2 e5 7.O-O Cc6 8.d5 Ce7 9.Ce1"
"E96","King's Indian, Orthodox, 7...Nbd7, Main line","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 O-O Nbd7 8 Re1 c6 9 Bf1 a5","E","Indian","King's Indian Defense, Orthodox Variation, Positional Defense, Main Line","https://old.chesstempo.com/gamedb/opening/1215","black",395,"E96","28-04-2019",2323,"2386",0.208,0.42,0.372,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Cf3 O-O 6.Ae2 e5 7.O-O Cbd7 8.Te1 c6 9.Af1 a5"
"E93","King's Indian, Petrosian System","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 Nf3 O-O 6 Be2 e5 7 d5 Nbd7","E","Indian","King's Indian Defense, Petrosian Variation, Keres Defense","https://old.chesstempo.com/gamedb/opening/1218","white",185,"E93","07-08-2019",2390,"2331",0.47,0.259,0.27,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.Cf3 O-O 6.Ae2 e5 7.d5 Cbd7 8.Ag5 h6 9.Ah4 g5 10.Ag3 Ch5 11.h4"
"E80","King's Indian, Samisch Variation","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3","E","Indian","King's Indian Defense, Saemisch Variation","https://old.chesstempo.com/gamedb/opening/1222","white",3315,"E80","15-03-2021",2289,"2236",0.472,0.262,0.266,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f3"
"E86","King's Indian, Samisch, Orthodox, 7.Nge2 c6","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 e5 7 Nge2 c6","E","Indian","King's Indian Defense, Saemisch Variation","https://old.chesstempo.com/gamedb/opening/1223","black",1028,"E86","31-10-2020",2256,"2306",0.269,0.29,0.441,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f3 O-O 6.Ae3 e5 7.Cge2 c6"
"E81","King's Indian, Samisch","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O","E","Indian","King's Indian Defense, Saemisch Variation, Bobotsov-Korchnoi-Petrosian Variation","https://old.chesstempo.com/gamedb/opening/1224","white",2041,"E81","06-12-2020",2390,"2365",0.479,0.275,0.246,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f3 O-O 6.Cge2"
"E87","King's Indian, Samisch, Orthodox","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 e5 7 d5","E","Indian","King's Indian Defense, Saemisch Variation, Bronstein Defense","https://old.chesstempo.com/gamedb/opening/1225","white",63,"E87","24-03-2019",2389,"2335",0.524,0.222,0.254,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f3 O-O 6.Ae3 e5 7.d5 Ch5 8.Dd2 Dh4+ 9.g3 Cxg3 10.Df2 Cxf1 11.Dxh4 Cxe3 12.Re2"
"E88","King's Indian, Samisch, Orthodox, 7.d5 c6","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 e5 7 d5 c6","E","Indian","King's Indian Defense, Saemisch Variation, Closed Variation, 7Â…c6","https://old.chesstempo.com/gamedb/opening/1228","black",1222,"E88","18-10-2020",2213,"2252",0.313,0.262,0.425,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f3 O-O 6.Ae3 e5 7.d5 c6"
"E89","King's Indian, Samisch, Orthodox Main line","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 e5 7 d5 c6 8 Nge2 cxd5","E","Indian","King's Indian Defense, Saemisch Variation, Closed Variation, Main Line","https://old.chesstempo.com/gamedb/opening/1229","black",230,"E89","01-01-2020",2253,"2291",0.322,0.287,0.391,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f3 O-O 6.Ae3 e5 7.d5 c6 8.Cge2 cxd5"
"E82","King's Indian, Samisch, double Fianchetto Variation","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 b6","E","Indian","King's Indian Defense, Saemisch Variation, Double Fianchetto","https://old.chesstempo.com/gamedb/opening/1230","black",878,"E82","15-02-2021",2244,"2287",0.306,0.277,0.417,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f3 O-O 6.Ae3 b6"
"E85","King's Indian, Samisch, Orthodox Variation","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 e5","E","Indian","King's Indian Defense, Saemisch Variation, Orthodox Variation","https://old.chesstempo.com/gamedb/opening/1232","black",1048,"E85","26-03-2021",2073,"2091",0.271,0.237,0.492,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f3 O-O 6.Ae3 e5"
"E83","King's Indian, Samisch","1 d4 Nf6 2 c4 g6 3 Nc3 Bg7 4 e4 d6 5 f3 O-O 6 Be3 Nc6","E","Indian","King's Indian Defense, Saemisch Variation, Panno Formation","https://old.chesstempo.com/gamedb/opening/1233","black",2666,"E83","11-10-2020",2267,"2286",0.302,0.294,0.404,"1.d4 Cf6 2.c4 g6 3.Cc3 Ag7 4.e4 d6 5.f3 O-O 6.Ae3 Cc6 7.Cge2 a6"
"E32","Nimzo-Indian, Classical","1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 Qc2","E","Indian","Nimzo-Indian Defense, Classical Variation","https://old.chesstempo.com/gamedb/opening/1341","white",10859,"E32","21-03-2021",2342,"2300",0.331,0.364,0.304,"1.d4 Cf6 2.c4 e6 3.Cc3 Ab4 4.Dc2"
"E34","Nimzo-Indian, Classical, Noa Variation","1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 Qc2 d5","E","Indian","Nimzo-Indian Defense, Classical Variation, Belyavsky Gambit","https://old.chesstempo.com/gamedb/opening/1342","black",8,"E34","06-05-2013",2644,"2501",0.5,0.375,0.125,"1.d4 Cf6 2.c4 e6 3.Cc3 Ab4 4.Dc2 d5 5.cxd5 Dxd5 6.Cf3 Df5 7.Dd1 e5"
"E38","Nimzo-Indian, Classical, 4...c5","1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 Qc2 c5","E","Indian","Nimzo-Indian Defense, Classical Variation, Berlin Variation","https://old.chesstempo.com/gamedb/opening/1343","black",4498,"E38","21-01-2021",2231,"2271",0.314,0.309,0.376,"1.d4 Cf6 2.c4 e6 3.Cc3 Ab4 4.Dc2 c5"
"E39","Nimzo-Indian, Classical, Pirc Variation","1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 Qc2 c5 5 dxc5 O-O","E","Indian","Nimzo-Indian Defense, Classical Variation, Berlin Variation, Macieja System","https://old.chesstempo.com/gamedb/opening/2913","white",400,"E39","25-01-2020",2518,"2470",0.348,0.45,0.203,"1.d4 Cf6 2.c4 e6 3.Cc3 Ab4 4.Dc2 c5 5.dxc5 O-O 6.a3 Axc5 7.Cf3 b6 8.Af4"
"E33","Nimzo-Indian, Classical","1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 Qc2 Nc6","E","Indian","Nimzo-Indian Defense, Classical Variation, Milner-Barry Variation","https://old.chesstempo.com/gamedb/opening/1347","black",1598,"E33","23-01-2021",2283,"2317",0.304,0.33,0.366,"1.d4 Cf6 2.c4 e6 3.Cc3 Ab4 4.Dc2 Cc6 5.Cf3 d6"
"E36","Nimzo-Indian, Classical","1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 Qc2 d5 5 a3","E","Indian","Nimzo-Indian Defense, Classical Variation, Noa Variation","https://old.chesstempo.com/gamedb/opening/1350","white",881,"E36","16-03-2021",2371,"2340",0.327,0.38,0.293,"1.d4 Cf6 2.c4 e6 3.Cc3 Ab4 4.Dc2 d5 5.a3"
"E37","Nimzo-Indian, Classical","1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 Qc2 d5 5 a3 Bxc3+ 6 Qxc3 Ne4 7 Qc2","E","Indian","Nimzo-Indian Defense, Classical Variation, Noa Variation","https://old.chesstempo.com/gamedb/opening/1349","white",730,"E37","17-12-2019",2465,"2398",0.367,0.437,0.196,"1.d4 Cf6 2.c4 e6 3.Cc3 Ab4 4.Dc2 d5 5.a3 Axc3+ 6.Dxc3 Ce4 7.Dc2"
"E35","Nimzo-Indian, Classical, Noa Variation, 5.cd ed","1 d4 Nf6 2 c4 e6 3 Nc3 Bb4 4 Qc2 d5 5 cxd5 exd5","E","Indian","Nimzo-Indian Defense, Classical Variation, Noa Variation, Modern Line","https://old.chesstempo.com/gamedb/opening/1176","black",1026,"E35","23-02-2021",2404,"2451",0.181,0.525,0.293,"1.d4 Cf6 2.c4 e6 3.Cc3 Ab4 4.Dc2 d5 5.cxd5 Dxd5"
